Index,Region/Country/Area,Year,Series,Value
2499,South Africa,2005,Primary education,0.97
2500,South Africa,2010,Primary education,0.96
2501,South Africa,2015,Primary education,0.93
2502,South Africa,2019,Primary education,0.97
2503,South Africa,2020,Primary education,0.96
2504,South Africa,2005,Lower secondary education,1.04
2505,South Africa,2010,Lower secondary education,1.01
2506,South Africa,2015,Lower secondary education,1.01
2507,South Africa,2019,Lower secondary education,1.01
2508,South Africa,2020,Lower secondary education,1.01
2509,South Africa,2005,Upper secondary education,1.1
2510,South Africa,2010,Upper secondary education,1.1
2511,South Africa,2015,Upper secondary education,0.97
2512,South Africa,2019,Upper secondary education,1.1
2513,South Africa,2020,Upper secondary education,1.15
2514,South Sudan,2015,Primary education,0.71
2515,South Sudan,2015,Lower secondary education,0.59
2516,South Sudan,2015,Upper secondary education,0.45
2517,Spain,1995,Primary education,0.98
2518,Spain,2005,Primary education,0.99
2519,Spain,2010,Primary education,0.99
2520,Spain,2015,Primary education,1.02
2521,Spain,2019,Primary education,1.01
2522,Spain,2020,Primary education,1.01
2523,Spain,2005,Lower secondary education,1.01
2524,Spain,2010,Lower secondary education,0.99
2525,Spain,2015,Lower secondary education,0.96
2526,Spain,2019,Lower secondary education,0.99
2527,Spain,2020,Lower secondary education,0.99
2528,Spain,1995,Upper secondary education,1.17
2529,Spain,2005,Upper secondary education,1.18
2530,Spain,2010,Upper secondary education,1.09
2531,Spain,2015,Upper secondary education,1.03
2532,Spain,2019,Upper secondary education,1.07
2533,Spain,2020,Upper secondary education,1.07
2534,Sri Lanka,1995,Primary education,0.97
2535,Sri Lanka,2005,Primary education,0.99
2536,Sri Lanka,2010,Primary education,0.98
2537,Sri Lanka,2015,Primary education,0.98
2538,Sri Lanka,2019,Primary education,1
2539,Sri Lanka,2020,Primary education,1
2540,Sri Lanka,2005,Lower secondary education,1.01
2541,Sri Lanka,2010,Lower secondary education,0.96
2542,Sri Lanka,2015,Lower secondary education,0.99
2543,Sri Lanka,2019,Lower secondary education,1
2544,Sri Lanka,2020,Lower secondary education,1
2545,Sri Lanka,1995,Upper secondary education,1.36
2546,Sri Lanka,2010,Upper secondary education,1.07
2547,Palestine,1995,Primary education,0.99
2548,Palestine,2005,Primary education,0.99
2549,Palestine,2010,Primary education,0.98
2550,Palestine,2015,Primary education,1
2551,Palestine,2019,Primary education,1
2552,Palestine,2020,Primary education,1
2553,Palestine,2021,Primary education,1
2554,Palestine,2005,Lower secondary education,1.03
2555,Palestine,2010,Lower secondary education,1.04
2556,Palestine,2015,Lower secondary education,1.05
2557,Palestine,2019,Lower secondary education,1.03
2558,Palestine,2020,Lower secondary education,1.04
2559,Palestine,2021,Lower secondary education,1.03
2560,Palestine,1995,Upper secondary education,0.87
2561,Palestine,2005,Upper secondary education,1.12
2562,Palestine,2010,Upper secondary education,1.22
2563,Palestine,2015,Upper secondary education,1.31
2564,Palestine,2019,Upper secondary education,1.26
2565,Palestine,2020,Upper secondary education,1.27
2566,Palestine,2021,Upper secondary education,1.25
2567,Sudan,2005,Primary education,0.88
2568,Sudan,2010,Primary education,0.9
2569,Sudan,2015,Primary education,0.91
2570,Sudan,2005,Lower secondary education,0.88
2571,Sudan,2010,Lower secondary education,0.82
2572,Sudan,2015,Lower secondary education,0.92
2573,Sudan,2005,Upper secondary education,0.99
2574,Sudan,2010,Upper secondary education,0.93
2575,Sudan,2015,Upper secondary education,1.06
2576,Suriname,2005,Primary education,0.98
2577,Suriname,2010,Primary education,1
2578,Suriname,2015,Primary education,1.01
2579,Suriname,2019,Primary education,1
2580,Suriname,2020,Primary education,1
2581,Suriname,2021,Primary education,0.99
2582,Suriname,2005,Lower secondary education,1.2
2583,Suriname,2010,Lower secondary education,1.12
2584,Suriname,2015,Lower secondary education,1.17
2585,Suriname,2019,Lower secondary education,1.14
2586,Suriname,2020,Lower secondary education,1.12
2587,Suriname,2021,Lower secondary education,1.15
2588,Suriname,2005,Upper secondary education,1.75
2589,Suriname,2010,Upper secondary education,1.79
2590,Suriname,2015,Upper secondary education,1.82
2591,Suriname,2021,Upper secondary education,1.43
2592,Sweden,1995,Primary education,1.01
2593,Sweden,2005,Primary education,1
2594,Sweden,2010,Primary education,0.99
2595,Sweden,2015,Primary education,1.04
2596,Sweden,2019,Primary education,1.04
2597,Sweden,2020,Primary education,1.05
2598,Sweden,2005,Lower secondary education,0.99
2599,Sweden,2010,Lower secondary education,0.99
2600,Sweden,2015,Lower secondary education,1.05
2601,Sweden,2019,Lower secondary education,1.02
2602,Sweden,2020,Lower secondary education,1.04
2603,Sweden,1995,Upper secondary education,1.22
2604,Sweden,2005,Upper secondary education,1
2605,Sweden,2010,Upper secondary education,0.99
2606,Sweden,2015,Upper secondary education,1.2
2607,Sweden,2019,Upper secondary education,1.1
2608,Sweden,2020,Upper secondary education,1.12
2609,Switzerland,1995,Primary education,1
2610,Switzerland,2005,Primary education,1
2611,Switzerland,2010,Primary education,1
2612,Switzerland,2015,Primary education,1
2613,Switzerland,2019,Primary education,1
2614,Switzerland,2020,Primary education,0.99
2615,Switzerland,2005,Lower secondary education,1.02
2616,Switzerland,2010,Lower secondary education,1.03
2617,Switzerland,2015,Lower secondary education,0.99
2618,Switzerland,2019,Lower secondary education,0.99
2619,Switzerland,2020,Lower secondary education,0.99
2620,Switzerland,1995,Upper secondary education,0.86
2621,Switzerland,2005,Upper secondary education,0.86
2622,Switzerland,2010,Upper secondary education,0.92
2623,Switzerland,2015,Upper secondary education,0.94
2624,Switzerland,2019,Upper secondary education,0.91
2625,Switzerland,2020,Upper secondary education,0.91
2626,Syrian Arab Republic,1995,Primary education,0.91
2627,Syrian Arab Republic,2005,Primary education,0.97
2628,Syrian Arab Republic,2010,Primary education,0.97
2629,Syrian Arab Republic,2020,Primary education,0.98
2630,Syrian Arab Republic,2021,Primary education,0.99
2631,Syrian Arab Republic,2005,Lower secondary education,0.95
2632,Syrian Arab Republic,2010,Lower secondary education,0.99
2633,Syrian Arab Republic,2020,Lower secondary education,1.07
2634,Syrian Arab Republic,2021,Lower secondary education,1.06
2635,Syrian Arab Republic,2005,Upper secondary education,0.99
2636,Syrian Arab Republic,2010,Upper secondary education,1.08
2637,Syrian Arab Republic,2020,Upper secondary education,1.15
2638,Syrian Arab Republic,2021,Upper secondary education,1.15
2639,Tajikistan,1995,Primary education,0.97
2640,Tajikistan,2005,Primary education,0.97
2641,Tajikistan,2010,Primary education,0.98
2642,Tajikistan,2015,Primary education,0.99
2643,Tajikistan,2005,Lower secondary education,0.9
2644,Tajikistan,2010,Lower secondary education,0.93
2645,Tajikistan,2015,Lower secondary education,0.96
2646,Tajikistan,2005,Upper secondary education,0.62
2647,Tajikistan,2010,Upper secondary education,0.67
2648,Thailand,2005,Primary education,0.97
2649,Thailand,2010,Primary education,0.99
2650,Thailand,2015,Primary education,0.94
2651,Thailand,2019,Primary education,0.99
2652,Thailand,2020,Primary education,0.99
2653,Thailand,2021,Primary education,0.99
2654,Thailand,2005,Lower secondary education,1.01
2655,Thailand,2010,Lower secondary education,1
2656,Thailand,2015,Lower secondary education,0.92
2657,Thailand,2019,Lower secondary education,0.93
2658,Thailand,2020,Lower secondary education,0.93
2659,Thailand,2021,Lower secondary education,0.98
2660,Thailand,2005,Upper secondary education,1.12
2661,Thailand,2010,Upper secondary education,1.18
2662,Thailand,2015,Upper secondary education,1
2663,Thailand,2019,Upper secondary education,1.09
2664,Thailand,2020,Upper secondary education,1.08
2665,Thailand,2021,Upper secondary education,1.09
2666,Timor-Leste,2005,Primary education,0.91
2667,Timor-Leste,2010,Primary education,0.95
2668,Timor-Leste,2015,Primary education,0.98
2669,Timor-Leste,2019,Primary education,0.98
2670,Timor-Leste,2020,Primary education,0.98
2671,Timor-Leste,2010,Lower secondary education,1.01
2672,Timor-Leste,2015,Lower secondary education,1.05
2673,Timor-Leste,2019,Lower secondary education,1.06
2674,Timor-Leste,2020,Lower secondary education,1.07
2675,Timor-Leste,2010,Upper secondary education,0.96
2676,Timor-Leste,2015,Upper secondary education,1.05
2677,Timor-Leste,2019,Upper secondary education,1.12
2678,Timor-Leste,2020,Upper secondary education,1.12
2679,Togo,1995,Primary education,0.68
2680,Togo,2005,Primary education,0.85
2681,Togo,2010,Primary education,0.9
2682,Togo,2015,Primary education,0.95
2683,Togo,2019,Primary education,0.97
2684,Togo,2020,Primary education,0.97
2685,Togo,2021,Primary education,0.97
2686,Togo,2005,Lower secondary education,0.57
2687,Togo,2021,Lower secondary education,0.84
2688,Togo,1995,Upper secondary education,0.2
2689,Togo,2005,Upper secondary education,0.41
2690,Togo,2020,Upper secondary education,0.7
2691,Togo,2021,Upper secondary education,0.74
2692,Tokelau,2019,Primary education,1.03
2693,Tokelau,2020,Primary education,1
2694,Tokelau,2021,Primary education,1.05
2695,Tokelau,2019,Lower secondary education,0.86
2696,Tokelau,2020,Lower secondary education,0.81
2697,Tokelau,2021,Lower secondary education,0.72
2698,Tokelau,2019,Upper secondary education,2.38
2699,Tokelau,2020,Upper secondary education,2.06
2700,Tokelau,2021,Upper secondary education,2.12
2701,Tonga,1995,Primary education,0.99
2702,Tonga,2005,Primary education,0.97
2703,Tonga,2010,Primary education,0.98
2704,Tonga,2015,Primary education,0.99
2705,Tonga,2019,Primary education,0.97
2706,Tonga,2020,Primary education,0.95
2707,Tonga,2015,Lower secondary education,1
2708,Tonga,2019,Lower secondary education,1.12
2709,Tonga,2020,Lower secondary education,1.17
2710,Tonga,2015,Upper secondary education,1.19
2711,Tonga,2019,Upper secondary education,1.25
2712,Tonga,2020,Upper secondary education,1.21
2713,Trinidad and Tobago,1995,Primary education,1
2714,Trinidad and Tobago,2005,Primary education,0.97
2715,Trinidad and Tobago,2010,Primary education,0.97
2716,Trinidad and Tobago,2005,Lower secondary education,1.02
2717,Trinidad and Tobago,2020,Upper secondary education,1.11
2718,Trinidad and Tobago,2021,Upper secondary education,1.12
2719,Tunisia,1995,Primary education,0.93
2720,Tunisia,2005,Primary education,0.99
2721,Tunisia,2010,Primary education,1
2722,Tunisia,2015,Primary education,1
2723,Tunisia,2020,Primary education,0.98
2724,Tunisia,2021,Primary education,0.98
2725,Tunisia,2005,Lower secondary education,1.01
2726,Tunisia,2010,Lower secondary education,0.97
2727,Tunisia,2015,Lower secondary education,1.02
2728,Tunisia,2020,Lower secondary education,1.04
2729,Tunisia,2021,Lower secondary education,1.04
2730,Tunisia,2005,Upper secondary education,1.22
2731,Tunisia,2010,Upper secondary education,1.25
2732,Turkey,1995,Primary education,0.92
2733,Turkey,2005,Primary education,0.95
2734,Turkey,2010,Primary education,0.99
2735,Turkey,2015,Primary education,0.99
2736,Turkey,2019,Primary education,0.99
2737,Turkey,2020,Primary education,0.99
2738,Turkey,2005,Lower secondary education,0.87
2739,Turkey,2010,Lower secondary education,0.96
2740,Turkey,2015,Lower secondary education,1.02
2741,Turkey,2019,Lower secondary education,1.01
2742,Turkey,2020,Lower secondary education,1.02
2743,Turkey,1995,Upper secondary education,0.64
2744,Turkey,2005,Upper secondary education,0.78
2745,Turkey,2010,Upper secondary education,0.87
2746,Turkey,2015,Upper secondary education,0.94
2747,Turkey,2019,Upper secondary education,0.91
2748,Turkey,2020,Upper secondary education,0.93
2749,Turkmenistan,2019,Primary education,0.98
2750,Turkmenistan,2020,Primary education,0.98
2751,Turkmenistan,2021,Primary education,0.98
2752,Turkmenistan,2019,Lower secondary education,0.98
2753,Turkmenistan,2020,Lower secondary education,0.98
2754,Turkmenistan,2019,Upper secondary education,0.99
2755,Turkmenistan,2020,Upper secondary education,0.98
2756,Turks and Caicos Islands,2005,Primary education,1.08
2757,Turks and Caicos Islands,2015,Primary education,0.99
2758,Turks and Caicos Islands,2019,Primary education,1.04
2759,Turks and Caicos Islands,2020,Primary education,1.05
2760,Turks and Caicos Islands,2021,Primary education,1.05
2761,Turks and Caicos Islands,2005,Lower secondary education,0.95
2762,Turks and Caicos Islands,2015,Lower secondary education,1
2763,Turks and Caicos Islands,2020,Lower secondary education,0.96
2764,Turks and Caicos Islands,2021,Lower secondary education,0.92
2765,Turks and Caicos Islands,2015,Upper secondary education,1.29
2766,Turks and Caicos Islands,2020,Upper secondary education,1.05
2767,Turks and Caicos Islands,2021,Upper secondary education,1.14
2768,Tuvalu,2005,Primary education,0.97
2769,Tuvalu,2015,Primary education,0.96
2770,Tuvalu,2019,Primary education,0.96
2771,Tuvalu,2020,Primary education,1.01
2772,Tuvalu,2021,Primary education,0.96
2773,Tuvalu,2019,Lower secondary education,0.92
2774,Tuvalu,2020,Lower secondary education,0.94
2775,Tuvalu,2021,Lower secondary education,0.97
2776,Tuvalu,2019,Upper secondary education,1.43
2777,Tuvalu,2020,Upper secondary education,1.18
2778,Tuvalu,2021,Upper secondary education,1.29
2779,Uganda,1995,Primary education,0.84
2780,Uganda,2005,Primary education,0.99
2781,Uganda,2010,Primary education,1.01
2782,Uganda,2015,Primary education,1.02
2783,Ukraine,2005,Primary education,1
2784,Ukraine,2010,Primary education,1.01
2785,Ukraine,2005,Lower secondary education,0.91
2786,Ukraine,2010,Lower secondary education,1
2787,Ukraine,2005,Upper secondary education,0.96
2788,Ukraine,2010,Upper secondary education,0.91
2789,United Arab Emirates,1995,Primary education,0.98
2790,United Arab Emirates,2015,Primary education,1
2791,United Arab Emirates,2019,Primary education,1
2792,United Arab Emirates,2020,Primary education,1.01
2793,United Arab Emirates,2005,Lower secondary education,0.93
2794,United Arab Emirates,2010,Lower secondary education,1
2795,United Arab Emirates,2015,Lower secondary education,0.97
2796,United Arab Emirates,2019,Lower secondary education,0.99
2797,United Arab Emirates,2020,Lower secondary education,1
2798,United Arab Emirates,1995,Upper secondary education,1.14
2799,United Arab Emirates,2019,Upper secondary education,0.98
2800,United Arab Emirates,2020,Upper secondary education,1.02
2801,United Kingdom,2005,Primary education,1
2802,United Kingdom,2010,Primary education,0.99
2803,United Kingdom,2015,Primary education,1
2804,United Kingdom,2019,Primary education,1
2805,United Kingdom,2020,Primary education,1
2806,United Kingdom,2005,Lower secondary education,1
2807,United Kingdom,2010,Lower secondary education,0.96
2808,United Kingdom,2015,Lower secondary education,0.97
2809,United Kingdom,2019,Lower secondary education,0.99
2810,United Kingdom,2020,Lower secondary education,0.99
2811,United Kingdom,1995,Upper secondary education,0.99
2812,United Kingdom,2005,Upper secondary education,1.05
2813,United Kingdom,2010,Upper secondary education,1.04
2814,United Kingdom,2015,Upper secondary education,1.06
2815,United Kingdom,2019,Upper secondary education,1.05
2816,United Kingdom,2020,Upper secondary education,1.05
2817,United Rep. of Tanzania,1995,Primary education,0.99
2818,United Rep. of Tanzania,2005,Primary education,0.97
2819,United Rep. of Tanzania,2010,Primary education,1.02
2820,United Rep. of Tanzania,2015,Primary education,1.05
2821,United Rep. of Tanzania,2019,Primary education,1.02
2822,United Rep. of Tanzania,2020,Primary education,1.03
2823,United Rep. of Tanzania,2021,Primary education,1.04
2824,United Rep. of Tanzania,2010,Lower secondary education,0.83
2825,United Rep. of Tanzania,2015,Lower secondary education,1.02
2826,United Rep. of Tanzania,2019,Lower secondary education,1.11
2827,United Rep. of Tanzania,2020,Lower secondary education,1.12
2828,United Rep. of Tanzania,2021,Lower secondary education,1.11
2829,United Rep. of Tanzania,1995,Upper secondary education,0.74
2830,United Rep. of Tanzania,2010,Upper secondary education,0.76
2831,United Rep. of Tanzania,2015,Upper secondary education,0.67
2832,United Rep. of Tanzania,2019,Upper secondary education,0.76
2833,United Rep. of Tanzania,2020,Upper secondary education,0.78
2834,United Rep. of Tanzania,2021,Upper secondary education,0.76
2835,United States of America,1995,Primary education,0.99
2836,United States of America,2005,Primary education,0.99
2837,United States of America,2015,Primary education,1
2838,United States of America,2019,Primary education,1.01
2839,United States of America,2020,Primary education,1
2840,United States of America,2005,Lower secondary education,0.99
2841,United States of America,2015,Lower secondary education,1
2842,United States of America,2019,Lower secondary education,0.99
2843,United States of America,2020,Lower secondary education,0.98
2844,United States of America,1995,Upper secondary education,1.04
2845,United States of America,2005,Upper secondary education,1.06
2846,United States of America,2015,Upper secondary education,1.02
2847,United States of America,2019,Upper secondary education,0.97
2848,United States of America,2020,Upper secondary education,0.98
2849,Uruguay,1995,Primary education,0.99
2850,Uruguay,2005,Primary education,0.97
2851,Uruguay,2010,Primary education,0.97
2852,Uruguay,2015,Primary education,0.98
2853,Uruguay,2019,Primary education,0.99
2854,Uruguay,2020,Primary education,0.99
2855,Uruguay,2005,Lower secondary education,1.09
2856,Uruguay,2010,Lower secondary education,1.07
2857,Uruguay,2019,Lower secondary education,1.02
2858,Uruguay,2020,Lower secondary education,1.01
2859,Uruguay,1995,Upper secondary education,1.33
2860,Uruguay,2005,Upper secondary education,1.22
2861,Uruguay,2010,Upper secondary education,1.32
2862,Uruguay,2019,Upper secondary education,1.22
2863,Uruguay,2020,Upper secondary education,1.21
2864,Uzbekistan,1995,Primary education,0.96
2865,Uzbekistan,2005,Primary education,1
2866,Uzbekistan,2010,Primary education,0.98
2867,Uzbekistan,2015,Primary education,0.99
2868,Uzbekistan,2019,Primary education,0.99
2869,Uzbekistan,2020,Primary education,0.98
2870,Uzbekistan,2021,Primary education,0.98
2871,Uzbekistan,2005,Lower secondary education,0.99
2872,Uzbekistan,2010,Lower secondary education,1
2873,Uzbekistan,2015,Lower secondary education,0.99
2874,Uzbekistan,2019,Lower secondary education,0.98
2875,Uzbekistan,2005,Upper secondary education,0.92
2876,Uzbekistan,2010,Upper secondary education,1.01
2877,Uzbekistan,2015,Upper secondary education,0.99
2878,Uzbekistan,2019,Upper secondary education,1.03
2879,Vanuatu,2005,Primary education,0.97
2880,Vanuatu,2010,Primary education,0.99
2881,Vanuatu,2015,Primary education,0.97
2882,Vanuatu,2019,Primary education,0.96
2883,Vanuatu,2020,Primary education,0.98
2884,Vanuatu,2021,Primary education,0.98
2885,Vanuatu,2010,Lower secondary education,1.09
2886,Vanuatu,2015,Lower secondary education,1.03
2887,Vanuatu,2020,Lower secondary education,1.1
2888,Vanuatu,2021,Lower secondary education,1.09
2889,Vanuatu,2010,Upper secondary education,0.84
2890,Vanuatu,2015,Upper secondary education,1.05
2891,Vanuatu,2020,Upper secondary education,1.3
2892,Vanuatu,2021,Upper secondary education,1.03
2893,Venezuela,2005,Primary education,0.98
2894,Venezuela,2010,Primary education,0.97
2895,Venezuela,2015,Primary education,0.98
2896,Venezuela,2005,Lower secondary education,1.08
2897,Venezuela,2010,Lower secondary education,1.06
2898,Venezuela,2015,Lower secondary education,1.04
2899,Venezuela,2005,Upper secondary education,1.25
2900,Venezuela,2010,Upper secondary education,1.18
2901,Venezuela,2015,Upper secondary education,1.15
2902,Vietnam,1995,Primary education,1
2903,Vietnam,2005,Primary education,0.95
2904,Vietnam,2010,Primary education,0.95
2905,Vietnam,2015,Primary education,1
2906,Vietnam,2019,Primary education,1.02
2907,Vietnam,2020,Primary education,1.02
2908,Vietnam,2021,Primary education,1.02
2909,Vietnam,2005,Lower secondary education,0.96
2910,Vietnam,2010,Lower secondary education,1.05
2911,Vietnam,2015,Lower secondary education,1.02
2912,Vietnam,2019,Lower secondary education,1.03
2913,Vietnam,2020,Lower secondary education,1.04
2914,Vietnam,2021,Lower secondary education,1.04
2915,Yemen,2005,Primary education,0.74
2916,Yemen,2010,Primary education,0.82
2917,Yemen,2005,Lower secondary education,0.51
2918,Yemen,2010,Lower secondary education,0.64
2919,Yemen,2005,Upper secondary education,0.45
2920,Yemen,2010,Upper secondary education,0.59
2921,Zambia,1995,Primary education,0.93
2922,Zambia,2005,Primary education,0.94
2923,Zambia,2010,Primary education,1.01
2924,Zambia,2015,Primary education,1
2925,Zambia,2005,Lower secondary education,0.85
2926,Zambia,2010,Lower secondary education,0.88
2927,Zambia,2015,Lower secondary education,0.94
2928,Zimbabwe,1995,Primary education,0.98
2929,Zimbabwe,2015,Primary education,0.98
2930,Zimbabwe,2019,Primary education,1
2931,Zimbabwe,2020,Primary education,1.01
2932,Zimbabwe,2021,Primary education,1.01
2933,LLDCs,2005,Primary education,95.44
2934,LLDCs,2010,Primary education,103.51
2935,LLDCs,2015,Primary education,103.26
2936,LLDCs,2019,Primary education,102.7
2937,LLDCs,2020,Primary education,101.84
2938,LLDCs,2005,Lower secondary education,0.83
2939,LLDCs,2010,Lower secondary education,0.87
2940,LLDCs,2015,Lower secondary education,0.92
2941,LLDCs,2019,Lower secondary education,0.91
2942,LLDCs,2020,Lower secondary education,0.91
2943,LLDCs,2005,Upper secondary education,29.23
2944,LLDCs,2010,Upper secondary education,34.9
2945,LLDCs,2015,Upper secondary education,36.42
2946,LLDCs,2019,Upper secondary education,37.07
2947,LLDCs,2020,Upper secondary education,37.73
2948,LDC§,2005,Primary education,94.17
2949,LDC§,2010,Primary education,101.88
2950,LDC§,2015,Primary education,103.41
2951,LDC§,2019,Primary education,105.62
2952,LDC§,2020,Primary education,105.87
2953,LDC§,2005,Lower secondary education,0.81
2954,LDC§,2010,Lower secondary education,0.88
2955,LDC§,2015,Lower secondary education,0.94
2956,LDC§,2019,Lower secondary education,0.95
2957,LDC§,2020,Lower secondary education,0.95
2958,LDC§,2005,Upper secondary education,21.75
2959,LDC§,2010,Upper secondary education,27.93
2960,LDC§,2015,Upper secondary education,33.35
2961,LDC§,2019,Upper secondary education,35.86
2962,LDC§,2020,Upper secondary education,36.79
2963,SIDS,2005,Primary education,99.78
2964,SIDS,2010,Primary education,107.02
2965,SIDS,2015,Primary education,119.76
2966,SIDS,2019,Primary education,120.92
2967,SIDS,2020,Primary education,119.47
2968,SIDS,2005,Lower secondary education,0.99
2969,SIDS,2010,Lower secondary education,0.99
2970,SIDS,2015,Lower secondary education,0.99
2971,SIDS,2019,Lower secondary education,0.98
2972,SIDS,2020,Lower secondary education,0.98
2973,SIDS,2005,Upper secondary education,54.8
2974,SIDS,2010,Upper secondary education,55.71
2975,SIDS,2015,Upper secondary education,58.79
2976,SIDS,2019,Upper secondary education,58.29
2977,SIDS,2020,Upper secondary education,57.68
